student_id,name,gender,age,grade_level,parental_education,study_hours_per_week,attendance_rate,internet_access,extracurricular_activities,test_prep_course,sleep_hours,previous_score,math_score,science_score,english_score,final_score,passed,risk_level
STU11590,Nikhil Reddy,Male,19,Grade 11,Bachelor's Degree,10.5,54.8,Yes,Yes,Not Completed,7.9,42.7,37.0,43.0,38.0,38.6,No,High
STU11591,Tara Dubey,Male,16,Grade 11,Associate Degree,10.1,83.8,Yes,No,Not Completed,7.4,51.4,49.0,55.0,37.0,49.4,No,High
STU11592,Zara Tiwari,Male,19,Grade 10,Bachelor's Degree,11.7,70.3,Yes,Yes,Completed,6.3,60.5,39.0,59.0,54.0,56.1,Yes,Medium
STU11593,Priya Chatterjee,Female,19,Grade 11,Some College,6.4,67.7,Yes,Yes,Not Completed,6.8,41.9,42.0,42.0,31.0,44.7,No,High
STU11594,Nisha Pillai,Male,19,Grade 12,High School,8.4,72.9,Yes,Yes,Not Completed,8.3,43.9,46.0,41.0,42.0,43.7,No,High
STU11595,Tara Bose,Female,19,Grade 10,Associate Degree,4.4,89.8,Yes,Yes,Completed,8.6,53.0,48.0,54.0,45.0,47.9,No,High
STU11596,Aisha Pillai,Female,16,Grade 10,High School,10.0,88.0,Yes,No,Completed,7.3,46.0,41.0,46.0,46.0,50.8,Yes,High
STU11597,Anjali Mishra,Male,18,Grade 11,Some College,10.2,88.8,Yes,Yes,Completed,5.5,55.5,55.0,66.0,53.0,50.4,Yes,High
STU11598,Vikram Agarwal,Male,17,Grade 11,Some College,6.9,84.6,No,Yes,Not Completed,8.0,42.8,35.0,46.0,43.0,43.5,No,High
STU11599,Deepika Mehta,Male,19,Grade 10,Associate Degree,3.7,74.4,Yes,No,Not Completed,6.7,35.0,25.0,32.0,38.0,30.1,No,High
STU11600,Zara Iyer,Female,16,Grade 10,High School,3.4,87.1,Yes,No,Not Completed,7.6,42.4,46.0,45.0,42.0,44.4,No,High
STU11601,Priya Iyer,Male,18,Grade 11,Some College,3.1,45.0,Yes,No,Not Completed,8.2,35.0,28.0,28.0,35.0,26.3,No,High
STU11602,Neha Menon,Male,15,Grade 10,Some College,4.0,90.0,Yes,Yes,Not Completed,6.5,38.9,33.0,30.0,36.0,41.0,No,High
STU11603,Ishaan Dhawan,Female,15,Grade 11,Associate Degree,15.2,69.8,Yes,Yes,Not Completed,8.0,55.4,38.0,62.0,51.0,50.7,Yes,High
STU11604,Simran Shukla,Female,15,Grade 12,Associate Degree,5.0,90.5,No,No,Not Completed,7.6,56.8,51.0,50.0,47.0,53.6,Yes,High
STU11605,Shreya Patel,Female,15,Grade 11,Master's Degree,13.9,71.9,Yes,Yes,Completed,7.0,59.3,56.0,60.0,60.0,64.4,Yes,Medium
STU11606,Suresh Mishra,Female,18,Grade 11,High School,3.4,79.6,Yes,No,Not Completed,8.3,35.0,32.0,36.0,30.0,38.9,No,High
STU11607,Mohit Joshi,Male,16,Grade 10,Some College,8.1,77.7,Yes,Yes,Completed,6.4,53.4,52.0,65.0,52.0,57.9,Yes,Medium
STU11608,Meera Bose,Female,19,Grade 12,Associate Degree,11.4,96.3,No,No,Not Completed,5.5,62.5,59.0,69.0,60.0,67.8,Yes,Medium
STU11609,Kritika Chatterjee,Male,18,Grade 10,Associate Degree,5.4,79.3,Yes,Yes,Completed,9.7,52.6,52.0,51.0,47.0,48.1,No,High
STU11610,Kavya Sen,Female,17,Grade 11,Associate Degree,6.4,91.2,Yes,No,Not Completed,8.1,50.6,46.0,55.0,51.0,50.9,Yes,High
STU11611,Kritika Jain,Female,18,Grade 10,High School,8.7,86.3,Yes,No,Not Completed,7.8,55.1,56.0,48.0,56.0,54.8,Yes,High
STU11612,Diya Nair,Female,16,Grade 11,Associate Degree,14.3,72.3,Yes,Yes,Completed,7.1,65.9,65.0,62.0,74.0,64.6,Yes,Medium
STU11613,Harsh Bhatt,Male,19,Grade 10,Bachelor's Degree,10.7,81.3,Yes,No,Not Completed,6.7,52.8,44.0,43.0,52.0,48.6,No,High
STU11614,Shreya Dubey,Male,15,Grade 11,High School,3.2,61.5,Yes,Yes,Completed,5.8,39.6,43.0,32.0,33.0,30.7,No,High
STU11615,Varun Menon,Male,16,Grade 11,Bachelor's Degree,8.9,85.9,Yes,Yes,Completed,7.8,57.8,60.0,64.0,59.0,49.5,No,High
STU11616,Diya Khan,Male,17,Grade 11,Some College,7.0,81.8,Yes,Yes,Completed,6.6,50.3,47.0,45.0,47.0,44.8,No,High
STU11617,Priya Sen,Female,15,Grade 12,Some College,16.8,86.9,Yes,No,Completed,7.3,61.5,57.0,52.0,64.0,66.8,Yes,Medium
STU11618,Mohit Iyer,Male,19,Grade 11,Master's Degree,11.3,83.4,Yes,Yes,Not Completed,7.0,53.2,58.0,52.0,56.0,62.5,Yes,Medium
STU11619,Pooja Khan,Female,19,Grade 10,High School,7.2,88.7,Yes,No,Not Completed,7.8,40.4,30.0,37.0,31.0,33.5,No,High
STU11620,Harsh Jain,Female,18,Grade 11,High School,4.7,92.9,Yes,Yes,Completed,8.4,38.1,38.0,39.0,38.0,39.0,No,High
STU11621,Pooja Joshi,Female,17,Grade 10,Some College,10.6,86.2,No,No,Completed,7.9,52.2,49.0,52.0,57.0,52.5,Yes,High
STU11622,Ishaan Srivastava,Male,18,Grade 10,Associate Degree,9.3,84.2,Yes,Yes,Not Completed,7.8,55.0,60.0,57.0,45.0,56.2,Yes,Medium
STU11623,Simran Joshi,Male,18,Grade 12,Associate Degree,7.1,89.8,Yes,No,Completed,6.0,55.3,45.0,59.0,45.0,54.3,Yes,High
STU11624,Manav Rao,Male,15,Grade 10,Some College,10.0,91.6,Yes,Yes,Not Completed,7.3,41.6,35.0,36.0,53.0,50.3,Yes,High
STU11625,Gaurav Tiwari,Female,17,Grade 11,Bachelor's Degree,11.6,58.7,No,No,Completed,7.3,45.6,44.0,44.0,32.0,34.4,No,High
STU11626,Suresh Shukla,Male,18,Grade 12,Associate Degree,7.3,94.8,Yes,No,Not Completed,6.4,45.9,43.0,30.0,45.0,47.6,No,High
STU11627,Priya Singh,Female,18,Grade 12,High School,3.1,84.3,Yes,No,Completed,7.9,48.7,47.0,43.0,48.0,53.6,Yes,High
STU11628,Kabir Sharma,Male,16,Grade 12,High School,6.4,87.3,No,Yes,Completed,6.3,52.6,47.0,37.0,48.0,40.0,No,High
STU11629,Pooja Deshmukh,Female,15,Grade 10,Some College,9.9,59.5,Yes,Yes,Not Completed,7.7,35.0,25.0,40.0,37.0,35.6,No,High
STU11630,Kavya Chatterjee,Female,19,Grade 12,Master's Degree,9.6,92.5,Yes,Yes,Completed,7.8,62.5,61.0,53.0,61.0,58.1,Yes,Medium
STU11631,Manav Deshmukh,Male,18,Grade 12,High School,3.6,89.0,No,No,Not Completed,8.0,35.0,32.0,33.0,37.0,36.5,No,High
STU11632,Kabir Tiwari,Female,19,Grade 11,Some College,7.9,92.5,Yes,No,Completed,5.1,50.0,48.0,41.0,43.0,45.6,No,High
STU11633,Aryan Banerjee,Female,18,Grade 11,Bachelor's Degree,10.1,71.0,Yes,Yes,Not Completed,7.3,41.5,42.0,43.0,44.0,43.0,No,High
STU11634,Riya Sheikh,Male,19,Grade 10,Master's Degree,2.0,75.4,Yes,Yes,Not Completed,5.6,35.0,45.0,33.0,30.0,41.4,No,High
STU11635,Priya Patel,Female,15,Grade 11,Some College,15.5,83.2,Yes,No,Not Completed,7.2,55.0,58.0,52.0,58.0,58.3,Yes,Medium
STU11636,Aditya Tiwari,Female,15,Grade 11,High School,12.9,89.4,Yes,Yes,Completed,7.9,53.5,45.0,55.0,61.0,46.5,No,High
STU11637,Ritu Menon,Male,16,Grade 10,Bachelor's Degree,7.2,62.6,Yes,Yes,Not Completed,8.0,39.9,32.0,35.0,37.0,45.0,No,High
STU11638,Aisha Mehta,Female,15,Grade 12,High School,11.2,97.7,No,Yes,Not Completed,9.2,42.7,54.0,34.0,35.0,42.9,No,High
STU11639,Bhavna Menon,Male,18,Grade 10,Bachelor's Degree,3.7,93.2,Yes,No,Completed,6.4,60.7,46.0,65.0,66.0,58.6,Yes,Medium
STU11640,Dev Agarwal,Female,17,Grade 11,High School,12.3,93.2,No,No,Not Completed,5.2,54.7,49.0,45.0,39.0,46.3,No,High
STU11641,Anjali Ghosh,Male,16,Grade 11,High School,9.9,93.5,Yes,Yes,Not Completed,6.3,48.8,43.0,41.0,40.0,48.0,No,High
STU11642,Nisha Sen,Female,17,Grade 12,Bachelor's Degree,7.7,86.8,Yes,Yes,Completed,5.7,54.2,66.0,47.0,49.0,55.5,Yes,Medium
STU11643,Swati Banerjee,Male,16,Grade 11,Bachelor's Degree,22.9,57.7,Yes,Yes,Not Completed,7.1,70.8,69.0,73.0,61.0,68.7,Yes,Medium
STU11644,Diya Patel,Male,17,Grade 10,Some College,13.8,79.5,Yes,Yes,Completed,6.6,52.5,49.0,50.0,55.0,55.2,Yes,Medium
STU11645,Ritu Srivastava,Female,17,Grade 12,Bachelor's Degree,6.8,68.5,Yes,Yes,Completed,6.7,43.5,35.0,46.0,39.0,44.1,No,High
STU11646,Swati Pillai,Female,15,Grade 11,Associate Degree,9.3,83.3,Yes,No,Not Completed,7.6,40.9,27.0,44.0,43.0,37.2,No,High
STU11647,Kabir Deshmukh,Male,16,Grade 12,Master's Degree,14.2,87.0,Yes,No,Not Completed,7.4,59.5,58.0,59.0,55.0,61.4,Yes,Medium
STU11648,Siddharth Menon,Male,15,Grade 10,High School,5.3,82.1,Yes,No,Not Completed,6.2,38.1,48.0,45.0,33.0,48.6,No,High
STU11649,Neha Singh,Female,17,Grade 10,Master's Degree,2.4,78.0,Yes,Yes,Not Completed,7.2,49.7,53.0,46.0,47.0,53.2,Yes,High
STU11650,Aman Pandey,Female,15,Grade 11,Associate Degree,7.1,82.3,No,Yes,Completed,8.2,55.1,52.0,62.0,63.0,61.1,Yes,Medium
STU11651,Kartik Roy,Male,17,Grade 11,Associate Degree,10.3,86.6,Yes,Yes,Completed,8.3,56.5,57.0,53.0,51.0,61.2,Yes,Medium
STU11652,Mohit Khan,Female,19,Grade 10,Some College,16.7,60.9,Yes,Yes,Completed,9.0,53.9,50.0,71.0,44.0,50.5,Yes,High
STU11653,Kritika Kapoor,Male,16,Grade 12,Some College,3.9,83.9,Yes,Yes,Not Completed,5.1,35.0,37.0,35.0,37.0,38.0,No,High
STU11654,Shreya Rao,Male,16,Grade 10,Bachelor's Degree,12.0,86.0,Yes,No,Not Completed,8.9,55.9,49.0,57.0,43.0,45.0,No,High
STU11655,Karan Chatterjee,Male,16,Grade 11,High School,15.6,60.9,Yes,No,Completed,7.6,61.0,59.0,63.0,64.0,63.0,Yes,Medium
STU11656,Meera Deshmukh,Female,16,Grade 11,Bachelor's Degree,7.4,72.4,Yes,No,Completed,6.1,48.4,49.0,50.0,63.0,53.1,Yes,High
STU11657,Simran Khan,Male,17,Grade 11,Bachelor's Degree,6.7,87.5,Yes,No,Not Completed,8.3,44.1,40.0,41.0,45.0,47.1,No,High
STU11658,Ritu Tiwari,Male,18,Grade 10,Master's Degree,5.7,55.6,Yes,Yes,Not Completed,7.1,35.0,51.0,36.0,38.0,41.1,No,High
STU11659,Karan Ghosh,Female,19,Grade 12,Some College,13.0,79.4,Yes,Yes,Completed,7.1,63.9,72.0,54.0,65.0,62.5,Yes,Medium
STU11660,Abhinav Srivastava,Female,16,Grade 10,High School,3.0,90.9,Yes,Yes,Not Completed,7.7,35.0,37.0,40.0,30.0,36.9,No,High
STU11661,Ananya Choudhary,Female,15,Grade 11,High School,11.5,59.4,Yes,Yes,Completed,5.4,46.0,47.0,46.0,48.0,42.7,No,High
STU11662,Rahul Mehta,Male,18,Grade 10,High School,2.7,63.4,Yes,No,Not Completed,9.0,41.2,41.0,40.0,41.0,39.4,No,High
STU11663,Shreya Gupta,Male,17,Grade 12,High School,16.7,95.1,Yes,No,Completed,7.4,61.2,60.0,60.0,56.0,60.5,Yes,Medium
STU11664,Neha Ghosh,Male,18,Grade 10,Bachelor's Degree,18.6,60.5,Yes,No,Not Completed,7.7,47.2,42.0,31.0,47.0,51.8,Yes,High
STU11665,Sanjay Verma,Female,17,Grade 10,Master's Degree,4.7,94.5,Yes,Yes,Not Completed,6.3,44.0,34.0,58.0,30.0,46.1,No,High
STU11666,Nisha Saxena,Female,16,Grade 12,Bachelor's Degree,5.0,90.9,Yes,Yes,Completed,7.0,65.4,63.0,61.0,60.0,69.4,Yes,Medium
STU11667,Kartik Dhawan,Female,19,Grade 10,Bachelor's Degree,7.4,61.5,No,Yes,Completed,8.7,51.7,56.0,43.0,54.0,53.5,Yes,High
STU11668,Bhavna Bose,Female,18,Grade 10,High School,3.9,64.9,Yes,Yes,Not Completed,7.4,35.0,41.0,30.0,31.0,39.0,No,High
STU11669,Kavya Ghosh,Female,17,Grade 10,Some College,5.9,86.0,Yes,Yes,Not Completed,7.5,42.7,51.0,31.0,42.0,47.7,No,High
STU11670,Aryan Krishnan,Male,17,Grade 12,High School,23.2,57.4,Yes,Yes,Not Completed,7.6,61.2,59.0,47.0,61.0,53.6,Yes,High
STU11671,Arjun Deshmukh,Female,15,Grade 10,Bachelor's Degree,10.5,81.0,No,No,Not Completed,6.0,55.8,58.0,49.0,38.0,54.0,Yes,High
STU11672,Lavanya Das,Male,17,Grade 12,Bachelor's Degree,9.7,65.1,No,No,Completed,6.5,51.6,57.0,61.0,51.0,62.2,Yes,Medium
STU11673,Mohit Sharma,Male,15,Grade 12,High School,4.7,72.6,Yes,No,Not Completed,7.8,35.0,34.0,40.0,37.0,35.9,No,High
STU11674,Ritu Srivastava,Male,19,Grade 10,Master's Degree,2.0,91.3,Yes,No,Not Completed,6.0,52.2,54.0,33.0,50.0,41.4,No,High
STU11675,Nisha Singh,Male,17,Grade 10,Some College,10.4,93.9,No,No,Not Completed,6.4,51.9,43.0,48.0,53.0,47.6,No,High
STU11676,Anjali Reddy,Male,15,Grade 11,Some College,3.8,65.6,Yes,No,Not Completed,6.4,35.0,32.0,30.0,31.0,31.2,No,High
STU11677,Rahul Kapoor,Female,18,Grade 10,Some College,4.3,81.4,Yes,Yes,Not Completed,6.8,43.9,51.0,45.0,43.0,45.9,No,High
STU11678,Priya Agarwal,Female,18,Grade 11,High School,14.1,65.0,Yes,No,Not Completed,6.6,45.1,44.0,48.0,42.0,52.3,Yes,High
STU11679,Aryan Verma,Female,17,Grade 11,Some College,3.6,54.5,Yes,Yes,Not Completed,5.8,35.0,28.0,38.0,34.0,31.1,No,High
STU11680,Tara Mishra,Female,17,Grade 12,Associate Degree,5.8,59.3,Yes,Yes,Not Completed,5.7,48.3,35.0,56.0,36.0,37.5,No,High
STU11681,Arjun Khan,Female,18,Grade 11,High School,2.6,69.9,Yes,Yes,Not Completed,5.8,35.0,25.0,35.0,28.0,25.0,No,High
STU11682,Siddharth Das,Male,19,Grade 12,Some College,12.7,83.1,Yes,No,Completed,7.5,65.5,58.0,70.0,63.0,66.6,Yes,Medium
STU11683,Tara Joshi,Male,17,Grade 12,Master's Degree,8.5,85.3,Yes,No,Completed,6.2,68.4,65.0,76.0,74.0,65.7,Yes,Medium
STU11684,Riya Menon,Male,15,Grade 10,Associate Degree,7.4,76.2,No,No,Not Completed,6.9,45.4,42.0,58.0,46.0,50.7,Yes,High
STU11685,Kartik Rao,Male,16,Grade 12,Bachelor's Degree,5.0,81.2,Yes,Yes,Not Completed,7.0,45.3,32.0,46.0,48.0,44.8,No,High
STU11686,Swati Verma,Male,19,Grade 12,Some College,10.3,67.8,No,No,Completed,7.1,37.6,25.0,42.0,42.0,38.9,No,High
STU11687,Deepika Chatterjee,Female,17,Grade 11,High School,3.4,59.7,Yes,Yes,Completed,7.5,43.7,46.0,47.0,39.0,47.5,No,High
STU11688,Tara Joshi,Male,17,Grade 10,Bachelor's Degree,3.4,74.4,Yes,Yes,Not Completed,7.3,35.0,33.0,29.0,36.0,34.6,No,High
STU11689,Kabir Mishra,Female,19,Grade 11,Some College,5.5,91.3,No,Yes,Not Completed,6.6,35.4,37.0,33.0,45.0,38.7,No,High
STU11690,Aryan Bose,Female,19,Grade 10,Associate Degree,6.4,78.7,Yes,Yes,Not Completed,6.1,47.1,38.0,40.0,48.0,40.9,No,High
STU11691,Rohan Chopra,Female,19,Grade 11,Associate Degree,5.8,77.8,Yes,Yes,Completed,8.4,57.6,59.0,69.0,55.0,63.8,Yes,Medium
STU11692,Manav Nair,Male,19,Grade 11,Some College,6.3,94.5,No,Yes,Not Completed,7.1,50.4,43.0,53.0,41.0,52.9,Yes,High
STU11693,Nikhil Tiwari,Female,19,Grade 10,High School,12.5,78.4,No,No,Completed,6.7,45.5,38.0,42.0,45.0,47.1,No,High
STU11694,Meera Pillai,Female,16,Grade 11,Bachelor's Degree,3.6,71.8,No,Yes,Completed,9.7,52.8,55.0,50.0,50.0,47.9,No,High
STU11695,Rohan Joshi,Male,17,Grade 11,Bachelor's Degree,6.8,80.9,Yes,No,Not Completed,7.4,45.1,36.0,39.0,48.0,42.5,No,High
STU11696,Kritika Pillai,Male,19,Grade 11,Some College,9.1,84.0,Yes,No,Not Completed,6.1,52.5,58.0,56.0,53.0,52.9,Yes,High
STU11697,Tanvi Kapoor,Female,16,Grade 10,Bachelor's Degree,4.1,72.0,Yes,No,Not Completed,6.2,43.6,42.0,30.0,40.0,40.9,No,High
STU11698,Anjali Sen,Male,15,Grade 11,High School,8.0,67.7,Yes,No,Completed,5.9,46.4,44.0,45.0,45.0,46.1,No,High
STU11699,Varun Patel,Female,18,Grade 10,Some College,8.2,82.4,Yes,Yes,Completed,7.0,55.4,61.0,54.0,48.0,56.6,Yes,Medium
STU11700,Aarav Mehta,Male,18,Grade 12,Associate Degree,6.0,84.9,Yes,Yes,Completed,8.0,60.3,58.0,48.0,58.0,53.5,Yes,High
STU11701,Zara Sen,Male,17,Grade 12,Master's Degree,12.7,93.8,Yes,Yes,Completed,6.8,58.8,49.0,55.0,66.0,60.2,Yes,Medium
STU11702,Ritu Khan,Male,17,Grade 10,Associate Degree,4.2,94.0,No,No,Completed,6.8,54.6,50.0,54.0,45.0,49.5,No,High
STU11703,Kabir Malhotra,Female,16,Grade 10,High School,17.0,71.1,No,No,Not Completed,8.0,35.5,34.0,49.0,31.0,41.9,No,High
STU11704,Priya Banerjee,Female,16,Grade 11,Some College,4.0,80.8,Yes,Yes,Completed,7.2,37.6,37.0,41.0,28.0,37.0,No,High
STU11705,Deepika Verma,Female,18,Grade 12,High School,8.0,75.2,Yes,No,Completed,6.3,52.7,57.0,49.0,56.0,46.9,No,High
STU11706,Varun Banerjee,Female,17,Grade 11,Associate Degree,18.1,75.5,Yes,No,Not Completed,7.1,53.4,53.0,59.0,54.0,56.6,Yes,Medium
STU11707,Diya Das,Male,15,Grade 10,Some College,12.9,68.5,Yes,Yes,Completed,7.3,58.8,41.0,63.0,54.0,51.3,Yes,High
STU11708,Ishaan Verma,Male,18,Grade 11,Bachelor's Degree,9.1,90.3,Yes,Yes,Completed,5.1,60.3,54.0,54.0,60.0,57.8,Yes,Medium
STU11709,Priya Srivastava,Female,16,Grade 11,Some College,8.0,87.7,Yes,Yes,Not Completed,7.5,51.5,59.0,59.0,47.0,61.3,Yes,Medium
STU11710,Akash Sheikh,Female,17,Grade 10,Associate Degree,9.1,78.7,No,No,Completed,7.4,42.2,33.0,49.0,39.0,39.9,No,High
STU11711,Arjun Menon,Male,18,Grade 12,Bachelor's Degree,3.0,88.7,Yes,Yes,Completed,8.5,45.5,42.0,32.0,41.0,49.9,No,High
STU11712,Kritika Sen,Male,15,Grade 11,Master's Degree,11.3,88.4,Yes,No,Completed,7.5,62.0,60.0,59.0,53.0,54.2,Yes,High
STU11713,Zara Ghosh,Male,16,Grade 12,Master's Degree,18.2,53.6,Yes,Yes,Completed,7.2,60.6,52.0,57.0,52.0,54.7,Yes,High
STU11714,Ananya Chatterjee,Female,18,Grade 12,Bachelor's Degree,5.5,85.0,Yes,No,Not Completed,6.9,50.2,41.0,53.0,53.0,47.4,No,High
STU11715,Karan Shukla,Female,17,Grade 12,Some College,11.6,84.4,Yes,Yes,Not Completed,5.4,54.6,50.0,52.0,52.0,54.1,Yes,High
STU11716,Manav Das,Female,18,Grade 12,High School,8.0,87.2,Yes,No,Completed,5.6,41.0,35.0,38.0,37.0,37.2,No,High
STU11717,Deepika Pandey,Male,18,Grade 10,Bachelor's Degree,9.8,82.0,Yes,Yes,Completed,6.0,59.4,52.0,67.0,57.0,53.6,Yes,High
STU11718,Ishaan Saxena,Female,18,Grade 11,Master's Degree,9.3,91.2,Yes,Yes,Completed,5.8,60.6,69.0,64.0,56.0,66.4,Yes,Medium
STU11719,Harsh Choudhary,Female,19,Grade 12,Bachelor's Degree,6.9,79.4,Yes,Yes,Not Completed,6.3,49.3,51.0,41.0,58.0,50.3,Yes,High
STU11720,Tanvi Sen,Male,16,Grade 11,Some College,4.2,89.2,Yes,No,Not Completed,7.2,37.5,32.0,38.0,34.0,37.8,No,High
STU11721,Sanjay Jain,Male,17,Grade 11,High School,13.7,68.7,Yes,No,Not Completed,6.7,48.5,34.0,52.0,44.0,45.0,No,High
STU11722,Ishaan Roy,Female,17,Grade 12,High School,5.8,95.3,Yes,Yes,Not Completed,7.1,44.4,53.0,38.0,49.0,57.7,Yes,Medium
STU11723,Anjali Joshi,Male,16,Grade 10,High School,8.7,75.2,Yes,No,Not Completed,6.0,35.0,38.0,36.0,34.0,33.3,No,High
STU11724,Aditya Mehta,Male,15,Grade 11,High School,13.0,64.3,Yes,Yes,Not Completed,6.1,36.5,35.0,25.0,32.0,34.2,No,High
STU11725,Shreya Mishra,Female,16,Grade 12,Some College,2.4,88.4,Yes,No,Not Completed,7.4,36.6,28.0,36.0,32.0,36.4,No,High
STU11726,Ananya Patel,Male,17,Grade 11,Some College,6.5,52.6,Yes,No,Completed,6.9,42.3,39.0,35.0,44.0,42.2,No,High
STU11727,Swati Mehta,Female,19,Grade 10,Some College,8.4,73.4,No,No,Not Completed,6.9,35.4,31.0,32.0,29.0,32.7,No,High
STU11728,Vikram Rao,Male,15,Grade 12,Master's Degree,7.4,77.8,No,No,Completed,6.1,55.5,50.0,52.0,45.0,56.2,Yes,Medium
STU11729,Dev Krishnan,Female,18,Grade 11,Some College,11.4,96.6,Yes,Yes,Not Completed,8.8,67.5,63.0,58.0,61.0,66.3,Yes,Medium
STU11730,Tanvi Pandey,Female,19,Grade 11,Some College,14.1,80.3,Yes,No,Not Completed,7.2,54.9,55.0,52.0,59.0,56.5,Yes,Medium
STU11731,Diya Chopra,Female,15,Grade 11,Associate Degree,4.5,77.3,Yes,Yes,Not Completed,8.1,44.7,43.0,53.0,52.0,45.9,No,High
STU11732,Lavanya Krishnan,Female,19,Grade 12,Associate Degree,3.0,83.0,Yes,Yes,Completed,7.7,53.7,47.0,51.0,56.0,59.4,Yes,Medium
STU11733,Arjun Shukla,Female,19,Grade 10,Master's Degree,10.6,88.1,No,Yes,Not Completed,7.7,50.6,47.0,53.0,49.0,52.9,Yes,High
STU11734,Ishaan Krishnan,Female,17,Grade 10,Some College,5.4,93.9,Yes,No,Not Completed,6.7,44.6,49.0,47.0,44.0,49.9,No,High
STU11735,Sanjay Saxena,Male,19,Grade 11,Associate Degree,14.8,61.5,Yes,Yes,Not Completed,9.2,45.4,52.0,45.0,43.0,46.2,No,High
STU11736,Sanjay Nair,Female,17,Grade 11,Associate Degree,6.4,80.6,No,Yes,Not Completed,5.0,35.5,44.0,25.0,28.0,42.3,No,High
STU11737,Kabir Krishnan,Female,18,Grade 11,Bachelor's Degree,11.1,81.9,Yes,Yes,Completed,7.0,55.1,54.0,45.0,55.0,61.4,Yes,Medium
STU11738,Aarav Iyer,Male,17,Grade 11,High School,3.4,89.1,Yes,Yes,Not Completed,7.5,35.0,29.0,25.0,28.0,36.3,No,High
STU11739,Kartik Mehta,Female,17,Grade 11,High School,7.5,68.6,Yes,Yes,Completed,7.1,39.8,47.0,31.0,35.0,43.4,No,High
STU11740,Preeti Bhatt,Male,16,Grade 10,Bachelor's Degree,5.9,78.1,Yes,No,Not Completed,6.3,48.8,46.0,38.0,44.0,53.5,Yes,High
STU11741,Bhavna Bhatt,Female,16,Grade 11,Some College,8.9,99.3,Yes,No,Completed,6.3,58.3,57.0,52.0,62.0,57.8,Yes,Medium
STU11742,Manav Bhatt,Male,19,Grade 12,Associate Degree,13.5,89.0,Yes,Yes,Not Completed,7.5,63.9,50.0,57.0,60.0,65.7,Yes,Medium
STU11743,Aisha Patel,Male,16,Grade 10,Some College,4.0,91.2,No,Yes,Completed,6.7,44.8,43.0,55.0,57.0,48.3,No,High
STU11744,Preeti Chatterjee,Female,15,Grade 11,Bachelor's Degree,9.2,72.1,Yes,No,Not Completed,7.9,38.4,38.0,29.0,42.0,31.9,No,High
STU11745,Karan Sheikh,Female,18,Grade 10,Associate Degree,3.3,85.7,Yes,No,Not Completed,6.3,42.7,45.0,43.0,35.0,47.1,No,High
STU11746,Zara Gupta,Female,19,Grade 10,Some College,8.3,87.4,Yes,Yes,Completed,7.5,55.3,52.0,51.0,51.0,54.8,Yes,High
STU11747,Abhinav Chatterjee,Male,18,Grade 11,Associate Degree,14.1,78.2,Yes,Yes,Not Completed,5.9,54.0,44.0,49.0,54.0,49.3,No,High
STU11748,Swati Shukla,Male,17,Grade 11,Associate Degree,8.8,74.6,Yes,Yes,Not Completed,8.0,42.5,36.0,43.0,44.0,45.2,No,High
STU11749,Aarav Dhawan,Female,18,Grade 11,Associate Degree,16.6,79.0,Yes,No,Completed,5.8,62.9,62.0,71.0,51.0,59.2,Yes,Medium
STU11750,Deepika Agarwal,Male,17,Grade 12,Bachelor's Degree,8.7,85.2,No,No,Not Completed,5.9,53.6,60.0,44.0,46.0,52.3,Yes,High
STU11751,Zara Banerjee,Male,15,Grade 10,High School,4.8,92.4,Yes,No,Completed,7.6,55.7,51.0,54.0,57.0,55.0,Yes,Medium
STU11752,Varun Rao,Male,16,Grade 12,High School,6.7,92.5,Yes,Yes,Not Completed,7.7,45.6,37.0,39.0,54.0,58.4,Yes,Medium
STU11753,Varun Saxena,Female,15,Grade 12,High School,6.2,92.7,Yes,No,Completed,9.1,48.8,50.0,59.0,46.0,52.8,Yes,High
STU11754,Neha Mishra,Male,16,Grade 10,Associate Degree,6.9,81.2,No,Yes,Not Completed,7.2,35.5,35.0,45.0,45.0,39.4,No,High
STU11755,Priya Dubey,Male,16,Grade 11,Some College,12.6,88.6,Yes,No,Completed,7.9,54.9,45.0,56.0,53.0,57.5,Yes,Medium
STU11756,Sanjay Menon,Female,15,Grade 11,Master's Degree,6.5,86.0,Yes,No,Not Completed,6.1,47.4,48.0,50.0,46.0,50.1,Yes,High
STU11757,Rahul Chopra,Male,15,Grade 10,High School,7.3,87.5,Yes,Yes,Completed,7.5,45.9,49.0,44.0,52.0,46.9,No,High
STU11758,Deepika Krishnan,Male,17,Grade 12,Bachelor's Degree,2.4,47.5,Yes,No,Not Completed,6.4,35.0,25.0,41.0,35.0,31.9,No,High
STU11759,Anjali Sharma,Male,17,Grade 10,Some College,6.4,81.0,Yes,Yes,Completed,6.7,43.4,51.0,48.0,50.0,55.8,Yes,Medium
STU11760,Anjali Dutta,Female,17,Grade 11,Associate Degree,10.9,80.0,Yes,No,Not Completed,6.6,50.0,58.0,40.0,47.0,47.0,No,High
STU11761,Aryan Bose,Female,18,Grade 12,Master's Degree,9.7,93.4,Yes,Yes,Completed,7.3,68.9,78.0,70.0,63.0,66.1,Yes,Medium
STU11762,Anjali Iyer,Female,17,Grade 12,High School,3.6,45.8,Yes,No,Not Completed,6.7,35.0,32.0,33.0,36.0,35.9,No,High
